
SOURCE data/import-account.sql

mysql> SELECT * FROM Account;
+------+--------------------------------------------------------+-------------+---------------------+---------------------+
| id   | email                                                  | password    | createdOn           | modifiedOn          |
|  976 | porttitor@pretium.edu                                  | EOL44AWH8GV | 2015-08-26 08:09:46 | 2015-01-17 22:01:05 |
|  977 | diam.vel@quam.edu                                      | VEA16MKE9KP | 2015-02-03 09:13:49 | 2015-10-27 00:10:16 |
|  978 | sed.turpis.nec@nonummy.com                             | UVO15GJS9IY | 2015-03-31 23:40:39 | 2015-07-01 20:52:36 |
|  979 | Phasellus@eleifend.net                                 | NLS78UNW8CT | 2015-03-13 03:58:06 | 2014-11-19 15:41:49 |
|  980 | felis.adipiscing.fringilla@estNunc.ca                  | WNF68QCE0DW | 2016-06-21 00:33:16 | 2016-06-24 02:53:43 |
|  981 | tempus@sedlibero.co.uk                                 | AJY54ZGK3HX | 2016-08-05 18:37:52 | 2015-08-01 03:02:49 |
|  982 | enim.nec.tempus@vulputateullamcorpermagna.co.uk        | SMQ74QWP9XK | 2016-09-14 01:35:17 | 2015-12-25 22:05:38 |
|  983 | non.bibendum.sed@et.net                                | QAJ59SRC7VI | 2015-01-19 23:04:13 | 2015-08-10 19:46:59 |
|  984 | justo@orciconsectetuereuismod.net                      | QMC34AVL2VF | 2016-07-23 12:56:12 | 2015-09-16 01:42:48 |
|  985 | nec.orci@semperetlacinia.ca                            | VIR90QEA1DY | 2015-09-07 06:36:10 | 2016-03-18 10:39:10 |
|  986 | mauris.sapien@elitafeugiat.edu                         | CTO05DOS3DG | 2016-01-18 00:37:25 | 2015-07-27 22:54:38 |
|  987 | scelerisque.sed@Aliquam.edu                            | NHG69XAH8UE | 2015-12-28 18:26:14 | 2015-01-24 11:36:37 |
|  988 | eu.ligula.Aenean@dictumProin.ca                        | XHG86UBL4II | 2016-06-04 11:00:46 | 2016-07-20 08:07:05 |
|  989 | dolor@ametnullaDonec.co.uk                             | BHO62JLW2FR | 2016-08-12 01:34:56 | 2015-01-17 08:46:14 |
|  990 | tincidunt@quisaccumsanconvallis.edu                    | GNL13XYQ4RB | 2015-10-20 20:39:41 | 2015-07-04 13:56:25 |
|  991 | malesuada@adipiscingfringilla.org                      | RHW69ODA5HW | 2015-03-29 17:03:06 | 2015-04-22 05:15:04 |
|  992 | convallis.ante@bibendumfermentummetus.net              | LPK01SOC7IX | 2015-05-15 04:06:09 | 2016-08-28 03:20:06 |
|  993 | egestas.nunc.sed@turpis.edu                            | YAE84HNV8LE | 2016-08-24 10:11:56 | 2016-07-25 19:10:11 |
|  994 | primis@nonenimcommodo.ca                               | CZG01COS0CS | 2015-08-04 14:44:13 | 2015-08-23 09:25:09 |
|  995 | Fusce.feugiat.Lorem@commodohendrerit.net               | YRN23WGO3GI | 2014-09-21 11:49:03 | 2016-04-24 05:35:51 |
|  996 | Integer@auctorveliteget.co.uk                          | PBN02CME2PY | 2015-09-10 10:21:15 | 2016-05-31 11:47:35 |
|  997 | aliquam@luctus.com                                     | VCP22JBM1RD | 2016-05-23 07:25:17 | 2016-06-10 22:12:45 |
|  998 | volutpat.Nulla.dignissim@loremfringillaornare.ca       | STV48BUF6TQ | 2015-04-10 06:18:50 | 2015-08-29 12:53:08 |
|  999 | nec.euismod.in@enimCurabitur.ca                        | ZHF19EEQ0UZ | 2016-01-22 10:14:53 | 2015-03-30 05:46:02 |
| 1000 | sollicitudin.orci@nectellusNunc.co.uk                  | LNV07VMJ9QL | 2014-10-24 17:14:22 | 2014-11-20 13:02:47 |
+------+--------------------------------------------------------+-------------+---------------------+---------------------+
1000 rows in set (0.02 sec)
